Country,Indicator,Indicator_Type,SeriesCode,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Role
Belarus,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,21.19,18.38,17.38,16.88,13.17,10.14,12.25,11.04,9.16,9.67,11.24,12.09,11.89,10.15,8.76,9.17,0,0,0,0,0,Not Assigned
Belgium,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,37.87,0,0,0,0,35.15,0,32.11,0,0,27.46,0,34.25,34.95,0,0,0,37.42,0,Not Assigned
Belize,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,4.86,4.11,0,0,59.94,60.03,55.59,57.78,54.52,53.42,0,155.29,0,137.4,138.27,123.04,118.38,103.46,0,Not Assigned
Benin,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,93.74,0,0,0,0,74.9,0,0,0,70.97,0,0,198.62,0,64.88,0,59.88,0,0,Not Assigned
Bermuda,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,19.38,12.64,0,0,0,0,0,0,0,11.71,0,0,10.17,0,21.38,99.28,49.85,0,0,0,0,Not Assigned
Bhutan,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.86,15.52,14.18,0,0,0,0,Not Assigned
Bolivia (Plurinational State of),16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,68.8,75.35,71.11,70.5,75.24,77.17,83.58,85.22,83.22,81.87,68.97,68.48,214.86,207.71,195.87,198.56,205.31,66.19,0,Not Assigned
Bosnia and Herzegovina,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,17.9,14.58,12.09,11.66,12.14,15.05,15.36,15.43,28.08,113.34,138.28,97.8,116.89,0,Not Assigned
Botswana,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,41.2,49.98,50.03,54.77,48.58,62.91,41.88,22.28,0,23.26,28.44,24.49,22.17,0,0,0,0,22.46,0,0,Not Assigned
Brazil,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,28.26,43.31,43.44,30.79,42.55,41.88,40.62,40.33,40.53,41.17,117.27,107.74,106.08,108.33,96.61,28.93,27.24,26.89,0,Beneficiary
Brunei Darussalam,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,5.25,7.67,8.54,0,0,0,0,4.49,0,0,0,0,7.08,7.08,0,0,0,0,0,0,0,Not Assigned
Bulgaria,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,18.49,18.29,18.19,12.24,9.27,8.44,9.88,11.29,11.12,9.77,8.76,25.12,27.17,21.76,24.33,27.61,26.36,34.61,29.91,30.34,0,Not Assigned
Burkina Faso,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,43.68,0,46.28,0,0,38.84,37.31,0,0,0,44.42,41.96,0,0,0,36.08,0,29.94,0,Not Assigned
Burundi,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,68.23,65.19,71.1,64.74,62.59,59.52,51.15,62.43,51.41,52.93,54.29,50.01,55.29,0,0,0,0,54.23,0,Not Assigned
Cabo Verde,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,29.6,0,0,0,0,0,59.75,0,0,0,0,0,Not Assigned
Cambodia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,29.83,0,0,0,0,31.64,0,0,0,58.22,0,0,28.66,28.66,0,0,0,0,0,Not Assigned
Cameroon,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,81.36,0,0,0,0,0,61.99,59.93,73.65,62.19,62.15,61.19,55.83,56.03,53.3,157.52,0,0,61.87,0,0,Not Assigned
Canada,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,27.99,28.32,31.04,35.87,37.3,37.17,37.89,35.47,35.19,35.54,31.78,34.95,37.6,39.09,38.63,39.79,41.78,40.87,44.52,0,0,Torchbearer
Cayman Islands,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,24.47,0,0,0,0,0,0,0,0,0,29.57,29.6,25.69,0,0,0,0,0,0,0,Not Assigned
Chile,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,41.95,36.79,33.02,27.75,22.35,21.38,20.56,19.55,17.39,19.14,21.81,24.32,27.56,100.93,108.65,103.31,103.31,101.42,112.1,36.24,0,Not Assigned
"China, Hong Kong Special Administrative Region",16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,12.35,13.77,10.49,11.02,13.89,14.42,14.74,13.68,14.4,16.77,16.95,17.02,18.84,19.93,57.07,71.47,65.64,88.38,91.23,37.46,0,Torchbearer
"China, Macao Special Administrative Region",16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,13.91,11.65,0,0,0,35.09,33.01,73.62,55.97,61.81,67.26,54.01,62.62,53.06,58.62,56.64,58.8,34.1,32.68,24.72,0,Torchbearer
Colombia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,42.39,42.36,38.53,32.24,34.88,34.15,31.82,30.13,27.2,30.36,92.31,105,113.59,98.85,102.99,114.58,107.43,86.33,90.62,24.02,0,Not Assigned
Cook Islands,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,12.16,21.62,14.6,0,0,0,0,0,0,0,Not Assigned
Costa Rica,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,21.95,18.17,21.6,23.15,25.21,28.25,25.08,24.65,24.35,22.45,21.24,18.09,75.7,0,80.88,134.05,77.41,70.37,68.23,0,Not Assigned
Croatia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,32.51,30.01,31.71,30.21,30.23,28.6,24.78,0,0,0,21.46,21.58,59.22,67.37,80.64,94.32,107.41,111.25,95.08,32.31,0,Not Assigned
Cyprus,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,15.6,18.28,16.73,17.13,12.61,18.1,18.17,21.86,21.7,23.01,21.16,18.98,20.11,70.37,69.15,91.29,93.29,92.46,81.07,107.54,0,Not Assigned
Czechia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,19.73,17.82,15.1,12.91,11.93,11.72,10.86,34.9,34.89,29.89,43.01,35.77,28.91,26.32,24.19,23.89,25.2,22.96,21.26,22.27,0,Not Assigned
Côte d'Ivoire,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,22.64,0,0,0,0,0,0,49.02,0,0,39.02,0,34.74,0,0,30.73,0,32.89,0,Not Assigned
Democratic Republic of the Congo,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,81.82,0,0,0,0,72.99,0,0,0,0,0,75,0,0,Not Assigned
Denmark,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,29.11,28.91,25.84,27.92,28.12,34.28,38.32,35.73,34.99,28.52,29.97,29.75,29.04,27.08,124.08,115.22,119.21,112.66,93.02,98.9,0,Torchbearer
Djibouti,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.83,139.86,115.47,0,0,0,0,0,Not Assigned
Dominica,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,20.26,0,18.47,19.97,0,0,0,19.44,22.56,139.78,95,136.32,174.53,204.62,182.74,144.62,0,54.37,0,Not Assigned
Dominican Republic,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,69.35,72.22,0,0,0,65.66,64.3,0,53.69,0,62.3,201.11,171.39,168.1,167.45,167.66,167.89,7.08,0,Not Assigned
Ecuador,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,65.24,59.74,64.43,0,0,0,0,0,0,55.47,39.64,39.6,113.14,102.63,98.94,118.51,111.52,106.02,99.74,108.25,0,Not Assigned
Egypt,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,18.96,0,0,0,13.72,9.93,0,0,0,0,0,0,0,0,9.82,9.9,0,0,0,0,0,0,0,Not Assigned
El Salvador,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,27.42,30.41,35.62,34.8,32.37,32.19,29.08,27.2,22.39,19.48,26.38,104.45,103.51,96.96,80.32,30.92,33.89,5.45,0,Not Assigned
Estonia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,29.61,24.01,23.22,24.25,26.5,27.08,23.52,21.93,22.71,22.95,21.98,23.5,24.76,0,20.93,20.51,56.74,61.72,62.58,0,16.77,Not Assigned
Eswatini,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,50.11,55.42,37.95,32.63,0,0,26.61,0,0,18.15,0,0,0,0,0,0,0,0,23.91,24.49,0,Not Assigned
Faroe Islands,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,38.46,0,10,0,0,0,33.33,12.5,62.5,50,30,0,0,26.8,0,0,0,0,0,0,0,Not Assigned
Fiji,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,8.54,0,0,0,0,27.8,0,0,0,23.25,27.4,25.9,0,0,0,0,19.92,0,0,Not Assigned
Finland,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,13.13,13.34,13.34,11.4,13.82,16.23,15.99,51.58,55.16,56.35,52.57,58.81,58.27,60.99,59.59,52.23,64.35,75.07,63.21,66.33,0,Torchbearer
France,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,33.42,31.65,27.5,25.59,25.25,25.93,25.13,24.72,24.78,24.97,27.23,94.88,96.08,96.69,87.52,96,90.1,88.95,0,Torchbearer
French Polynesia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.36,0,0,0,0,0,0,0,Not Assigned
Gabon,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.71,0,0,80.18,0,0,0,0,0,Not Assigned
Gambia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,30,0,0,0,0,18.11,0,0,0,0,0,0,55.62,0,0,Not Assigned
Georgia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,45.73,58.7,55.98,34.9,0,14.18,14.49,11.62,6.27,4.46,16,14.53,13.54,39.39,14.05,15.9,18.53,0,0,20.94,0,Not Assigned
Germany,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,24.93,23.55,22.63,20.29,19.36,18.58,18.81,55.99,56.35,57.93,59.13,62.8,64.65,22.82,23.98,23.89,23.08,23.15,22.59,24.06,0,Torchbearer
Ghana,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,29.16,0,0,0,0,25,0,0,21.48,0,16.9,12.89,12.03,0,0,0,11.56,11.7,0,Not Assigned
Gibraltar,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,36.49,0,0,0,50.01,0,26.8,0,0,0,0,0,0,0,Not Assigned
Greece,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,29.45,28.45,31.15,29.56,26.15,27.42,31.16,32.8,34.09,34.67,22.54,64.85,75.84,93.2,96.76,95.25,75.94,73.41,74.06,78.42,0,Not Assigned
Greenland,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,26.9,0,0,0,0,23.02,32.5,0,0,0,0,0,0,0,Not Assigned
Grenada,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,17.3,0,0,0,20.05,19.86,20.79,25.56,25.21,15.06,17.13,19.26,20.36,21.1,118.65,154.25,112.63,0,0,Not Assigned
Guam,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.55,0,0,45.13,0,0,0,0,54.29,0,Not Assigned
Guatemala,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,46.99,0,0,0,0,48.8,0,48.76,50.25,0,48.6,141.35,85.95,95.36,100.12,142.53,135.75,48.34,0,Beneficiary
Guernsey,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,22.58,0,0,0,0,0,26.67,0,0,0,20.62,10.8,28.26,11.82,0,0,0,0,0,0,Not Assigned
Guinea,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,69,0,69,67.23,0,0,0,0,0,0,0,58.28,65.62,0,54.17,0,0,0,0,Not Assigned
Guinea-Bissau,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.82,0,154.28,55.54,0,0,0,0,0,0,Not Assigned
Guyana,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,34.45,32.17,22.41,39.15,40.15,43.87,43.75,38.72,33.96,35.59,0,37.46,102.02,97.97,107.79,99.35,111.37,40.35,0,0,Not Assigned
Haiti,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,88.64,0,83.42,0,0,67.7,0,0,70.64,0,70.86,0,66.75,66.75,0,0,81.9,0,0,Not Assigned
Holy See,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Honduras,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,63.49,0,0,0,0,50.92,51.25,49.48,51.77,55.07,55.77,177.34,190.24,173.63,173.63,175.11,140.21,0,0,Beneficiary
Hungary,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,24.65,25.2,25.54,26.64,29.53,29.11,29.42,28.33,28.45,28.32,24.59,69.42,64.37,59.11,42.04,47.12,58.24,63.07,65.27,20.98,Not Assigned
Iceland,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,7.34,7.83,15.13,15.13,10.43,10,16.89,7.78,8,16.99,32.63,14.41,70.8,38.29,25.9,15.16,97.03,52.71,68.56,111.99,0,Not Assigned
India,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,65.52,66.15,65.7,66.61,67.04,66.37,65.07,64.68,66.17,67.6,0,67.22,67.68,0,0,69.05,76.12,77.1,75.77,0,Beneficiary
Indonesia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,42.85,0,0,0,0,39.92,0,31.76,0,0,33.15,35.19,30.23,83.97,71.44,55.93,0,17.49,0,Not Assigned
Iran (Islamic Republic of),16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.11,0,0,0,0,0,0,0,0,0,Not Assigned
Iraq (Central Iraq),16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,48.45,44.12,44.31,35.06,33.84,26.47,0,0,0,0,25.28,21.54,12.17,13.69,0,0,Not Assigned
Iraq (Kurdistan Region),16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,3.05,5.07,4.57,6.31,4.12,0,0,0,0,0,0,0,0,0,0,Not Assigned
Ireland,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,17.16,14.36,15.82,17.31,18.6,17.14,14.45,14.68,14.37,11.62,15.02,11.62,15.96,17.19,18.75,65.55,67.77,65.75,72.02,66.4,0,Not Assigned
Isle of Man,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,28.87,0,0,0,0,0,21.05,6.6,6.6,0,0,20.18,0,0,Not Assigned
Israel,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,22.39,25.28,19.83,27.56,36.48,35.85,0,21.64,23.08,25.22,28.68,25.23,0,25.75,0,0,0,0,0,0,0,Not Assigned
Italy,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,37.85,36.38,37.09,55.65,56.72,50.76,45.57,21.85,21.54,20.19,18.89,18.88,17.55,55.73,55.64,55.73,53.73,54.6,51.02,49.32,0,Not Assigned
Jamaica,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,11.53,0,16.58,0,14.97,0,11.39,23.56,17.49,20.43,16.94,111.63,79.78,87.13,98.86,95.46,92.54,94.79,87.21,102.29,0,Not Assigned
Japan,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,16.54,15.02,13.57,12.11,11.05,10.72,10.85,33.79,33.98,33.19,33.41,35.21,33.58,33.3,11.08,11.5,12.37,40.88,38.57,38.75,0,Not Assigned
Jersey,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,29.94,0,0,0,0,0,26.43,28.12,28.12,0,0,0,0,0,Not Assigned
Jordan,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,47.93,46.37,50.63,43.85,47.04,38.72,47.22,47.67,0,44.4,38.99,0,0,0,0,0,0,0,0,Not Assigned
Kazakhstan,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,15.57,16.11,0,16.67,16.43,0,15.46,15.45,15.77,15.27,13.83,0,11.34,0,0,18.32,0,20.27,0,Not Assigned
Kenya,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,52.42,0,0,40.55,40.18,34.04,37.27,42.89,39.89,41.19,38.48,197.26,173.7,179.96,168.55,193.79,203.88,41,0,Beneficiary
Kiribati,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,2.7,0,0,0,0,4.44,0,0,0,0,0,5.4,0,0,0,0,0,0,0,Not Assigned
Kosovo,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,38.6,0,0,0,0,37.89,0,42.82,44.27,32.32,31.45,24.83,66.88,85.07,66.61,100.79,118.71,0,0,0,Not Assigned
Kuwait,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,10,0,0,0,10.01,0,10,0,10.34,9.38,0,5.56,0,0,17.01,17.01,14.6,0,0,Not Assigned
Kyrgyzstan,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,16.14,15.6,16.79,16.63,12.17,19.55,0,0,0,20.92,16.68,19.91,18.03,18.86,16.17,14.48,18.22,0,0,20.54,0,Not Assigned
Latvia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,42.2,39.72,34.82,31.57,26.11,26.6,28.35,92.39,94.79,93.55,88.77,91.33,89.73,79.59,73.91,73.43,78.24,66.92,71.06,61.4,23.66,Not Assigned
Lebanon,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,92.02,92.82,0,0,25.53,26.68,28.05,36.62,43.91,37.47,40.41,42.88,41.67,119.1,156.88,127.28,171.84,0,0,Not Assigned
Lesotho,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,18.99,0,21.77,21.05,17.65,0,0,0,0,19.49,0,19.49,0,0,0,0,0,0,0,Not Assigned
Liberia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,78.47,0,78.47,0,78.31,0,0,0,82.98,0,67.87,0,63,0,0,0,60.51,0,0,Not Assigned
Libya,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,68.54,0,0,48.32,0,0,47.29,0,0,83.33,90.01,0,90.01,0,0,0,0,0,0,0,Not Assigned
Liechtenstein,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,16.92,7.14,0,10.26,6.71,22.37,16.9,11.67,11.76,75.47,56.6,34.32,107.3,129.02,70.34,127.6,0,145.57,0,Not Assigned
Lithuania,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,16.89,15.8,13.85,12.34,12.14,12.22,13.96,13.09,13.58,12.12,12.07,10.05,9.68,34.58,40.36,37.75,36.46,39.36,30.56,35.31,0,Not Assigned
Luxembourg,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,50.79,47.89,44.4,43.96,43.87,46.7,41.44,42.94,40.7,48.56,45.44,139.35,127.1,135.03,49.81,0,130.09,146.61,0,Not Assigned
Madagascar,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,86.4,0,0,0,0,51.12,51.06,54.54,54.41,52.85,53.55,0,55.79,56.4,0,0,46,50,0,Not Assigned
Malawi,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,28.79,0,0,0,0,11.21,0,0,0,0,16.14,0,10.8,17.95,0,17.59,0,0,0,Not Assigned
Malaysia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,37.46,0,0,0,0,27.28,0,0,22.7,0,25.8,29.38,26.53,26.98,27.5,40.47,39.35,0,0,Not Assigned
Malta,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,28.78,29.19,25.51,23.47,0,27.95,36.03,39.9,34.76,29.06,31.87,23.75,21.97,77.69,94.81,90.86,88.14,92.75,93.02,125.42,0,Not Assigned
Mauritania,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,41.18,0,0,0,0,0,0,0,0,0,0,0,50,0,Not Assigned
Mauritius,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,38.85,33.5,33.85,28.03,26.42,29.62,31.24,33.75,36.33,36.62,34.88,35.41,36.98,39.07,39.63,43.52,48.96,56.32,59.5,52.14,0,Not Assigned
Mexico,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,43.17,41.03,42.18,42.5,41.05,40.06,31.49,34.19,34.94,37.47,35.53,155.07,45.29,112.52,108.03,113.99,115.43,131.45,136.47,38.99,0,Beneficiary
Monaco,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,46.43,41.18,35.48,62.16,41.67,58.82,52.17,25,56.25,66.67,75.86,0,32.35,95.2,0,0,0,0,0,0,0,Not Assigned
Mongolia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,21.74,22.35,20.75,23.16,23.03,23.12,22.4,20.95,18.2,15.15,14.87,14.88,17.64,74.34,69.37,87.76,0,73.43,85.84,20.47,0,Not Assigned
Montenegro,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,30.9,37.55,39.37,48.3,45.04,46.71,45.7,27.8,25.45,27.05,28.57,21.28,26.35,88.53,100.93,60.43,124.44,129.62,118.42,115.9,0,Not Assigned
Morocco,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,55.77,0,47.38,48.93,51,46.96,42.37,46.16,43.12,42.46,41.01,40.45,49.43,50.2,48.58,60.95,60.09,52.69,12.84,Not Assigned
Mozambique,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,77.3,73.61,71.49,70.98,66.83,65.47,0,0,0,32.61,32.88,32.45,0,34.81,0,0,0,0,0,0,Not Assigned
Myanmar,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,11.42,0,10.82,0,8.3,0,12.5,0,0,15.09,20.18,19.94,0,21.98,0,0,0,Not Assigned
Namibia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,7.92,0,0,8,0,0,49.44,0,3.23,3.16,0,0,0,0,0,0,0,Not Assigned
Nepal,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.38,53.02,0,Not Assigned
Netherlands (Kingdom of the),16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,39.55,36.77,37.98,38.52,40.22,39.22,27.44,28.22,29.66,28.5,26.99,24.2,25.22,25.92,25.67,25.71,26.58,28.55,25.02,26.55,0,Not Assigned
New Zealand,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,16.46,15.93,17.08,17.77,19.45,20.07,20.28,20.09,20.51,20.19,18.33,21.1,25.03,61.01,28.31,94.62,114.15,115.89,123.45,40.96,0,Torchbearer
Nicaragua,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,12.95,17.11,19.57,19.36,20.84,21.51,21.12,0,12.29,0,20.19,0,25.89,20.74,40.97,43.62,0,0,0,0,Not Assigned
Niger,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,52.74,53.11,59.74,0,0,49.95,0,0,47.69,0,60.01,0,53.83,0,56,0,61.78,0,0,Not Assigned
Nigeria,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,72.71,0,0,70.73,71.36,71.78,72.77,0,68.92,0,62.35,0,67.81,0,0,77.91,72.4,72.41,0,Beneficiary
North Macedonia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,13.5,11.45,6.38,10.21,0,30.11,0,18.84,0,0,0,0,10.21,20.72,25.91,8.42,0,0,12.03,0,0,Not Assigned
Norway,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,22.01,18.52,16.88,15.65,16.69,17.2,17.28,61,73.48,65.57,76.31,73.89,83.17,75.82,78.55,72.28,66.66,69,65.5,52.13,0,Torchbearer
Other non-specified areas in Eastern Asia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,10.58,0,0,0,0,7.68,0,0,0,5.16,5.9,0,5.2,5.2,0,0,0,4.46,0,Not Assigned
Pakistan,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,58.01,0,0,0,0,70.7,0,0,66.16,0,0,69.14,65.74,0,0,0,0,67.65,0,0,Beneficiary
