Country,Indicator,Indicator_Type,SeriesCode,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Saint Vincent and the Grenadines,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9535,88.1508,87.4429,0.0,0.0,0.0,0.0,0.0,65.3127,75.3109,76.9713,104.64,112.60504,113.22314,102.2556,0.0
Samoa,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.2874,110.4288,110.872,98.1157,103.4576,97.1639,93.6115,93.2741,98.4197,96.0193,97.0409,94.8589,95.6018,99.8724,84.4441,0.0,0.0
Sao Tome and Principe,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,91.4539,84.3906,111.624,0.0,103.2,110.7,114.5,0.0,66.094,85.1141,74.2212,83.9008,68.9066,73.4904,99.528,84.2673,92.6223,0.0
Saudi Arabia,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.6968,126.8461,125.5651,121.09,142.5345,132.9272,121.309,133.4039,116.4293,98.8706,104.4942,110.3749,95.7907,105.4641,102.52525,118.534,114.4524
Senegal,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.4319,90.8831,100.3344,0.0,0.0,97.0292,105.9297,96.4891,0.0,0.0,0.0,0.0,0.0,0.0
Serbia,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.9765,107.2795,99.6878,106.4881,103.5867,112.1202,93.143,101.0291,97.005,93.8062,98.7087,100.6211,108.9585,131.8818,118.9527,115.291,0.0
Seychelles,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,111.8039,120.835,124.1056,100.4606,111.5385,0.0,0.0,0.0,95.0522,101.2998,94.0933,89.4041,95.6499,106.7145,92.3185,128.0132,89.2902,100.4742,102.6351
Sierra Leone,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5829,96.4594,106.5961,130.7416,116.3222,123.6647,0.0,110.6154,111.4256,106.6466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.1108,95.523,94.3858,94.225,90.0932,90.4104,87.1662,88.6615,103.9304,93.9004,87.6373,103.8042,102.7824,141.50538,140.6977,133.4735,0.0
Slovenia,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.9209,100.8333,94.877,0.0,0.0,0.0,96.9792,103.7634,98.5915,94.73684,96.1175,98.2347,102.1649,121.2355,121.8803,111.3821,0.0
Solomon Islands,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.1511,103.674,105.5325,95.5204,87.6246,90.8459,89.4946,0.0,101.0854,100.5868,96.7499,0.0,0.0,0.0,0.0
Somalia,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.3583,69.847,56.5211,69.5668,90.9657,97.3158,91.6603,101.9188,71.104,78.6553,78.5148
South Africa,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,100.3534,99.364,101.4232,0.0,101.169,98.5132,99.9653,99.2394,99.3065,99.0668,101.8226,99.0179,99.6966,99.63,101.9457,101.3036,102.9003,0.0
South Sudan,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.9804,170.1947,120.2567,114.1435,95.4111,126.4779,102.2359,91.4977,104.7877,172.2147,115.4909,121.8786,148.7143,92.87319,89.85639,168.0442,88.957
Spain,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0017,103.098,102.1823,101.0049,102.3937,102.5204,109.6706,104.2064,108.0238,0.0
Sri Lanka,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.8083,95.3988,100.8606,100.051,100.9521,97.5893,93.5265,90.4436,112.6012,90.5266,96.93916,92.45548,109.72702,106.55207,97.9893,0.0,0.0
State of Palestine,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.705,93.6149,94.8565,97.3068,103.3365,97.3733,103.0278,80.5842,96.3964,91.6524,89.158,97.8342,98.0857,90.9268,94.3196,0.0
Sudan,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.47735,97.02221,66.91391,88.49933,106.8976,100.1639,110.9275,107.0991,90.6926,92.6697,102.7604,122.4349,108.38981,69.83689,136.7638,76.3672,0.0
Suriname,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.9217,80.0408,66.7207,104.08333,67.0671,100.3775,93.9865,104.17208,80.47862,82.70908,0.0,0.0,0.0
Switzerland,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.6378,110.1415,99.7889,98.3592,99.6363,97.7685,98.2854,97.1044,98.0552,99.3194,99.274,99.3547,98.7547,0.0,0.0,0.0,0.0
Tajikistan,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.1963,106.0178,95.9369,98.9787,99.6295,86.0225,91.6607,97.9674,105.6063,115.4367,102.2726,112.6916,97.80133,92.70836,105.00794,104.9689,0.0
Thailand,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.6743,100.5195,96.3015,93.7891,94.9268,0.0,0.0,0.0,0.0
Timor-Leste,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.6489,88.7649,115.2668,84.0123,71.5369,65.562,89.28,85.1274,104.404,84.5039,90.6216,83.3671,0.0,0.0,0.0,0.0
Togo,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,89.2686,85.6501,86.1644,0.0,0.0,86.6363,80.1267,75.6166,76.6994,83.0975,102.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tonga,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.8414,97.5754,95.8256,94.72,103.9273,97.1913,97.0125,97.1328,96.0051,90.9158,92.014,81.6546,83.7705,92.0473,90.4211,95.614,0.0
Tunisia,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,99.5293,102.4489,106.4131,100.6846,97.2277,109.1889,103.1091,97.051,94.5112,93.0379,99.5861,103.0163,105.5331,103.4155,104.7536,106.0667,103.176,0.0
Turkmenistan,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.81086,167.72963,84.81883,92.1959,93.6736,99.8078,98.6628,95.8461,90.0068,86.5351,99.4975,89.69882,99.81926,103.93512,113.3171,0.0,0.0
Turks and Caicos Islands,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.2876,84.1956,95.0116,105.5794,104.3425,118.7746,91.31458,91.45331,99.53427,91.73107,87.68016,84.97159,90.91633,85.8782,94.3176,0.0
Tuvalu,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.5435,110.1006,102.5552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Türkiye,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5508,102.0118,103.4972,102.5707,100.6508,103.1168,101.0343,102.8228,107.0542,102.3777,105.1378,108.9224,104.0078,109.7589,145.732,114.1236,0.0
Uganda,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,98.2245,90.6166,86.4046,101.1,102.4796,128.679,93.14642,87.5,88.0906,96.078,100.0679,88.2663,84.8693,90.2012,89.17984,96.03524,99.2036,0.0
Ukraine,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,109.7542,94.4248,97.7949,99.784,95.3723,88.4303,98.6484,103.5843,109.4778,96.6318,89.5293,109.2855,102.5558,104.9282,99.4103,96.6723,108.9772,112.8854,186.6644,0.0
United Republic of Tanzania,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.9208,99.7389,98.1925,97.9971,106.8976,100.1639,110.9275,107.0991,90.6926,92.6697,102.7604,122.4349,80.81135,84.20009,89.27201,95.5244,0.0
Uruguay,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.2582,127.6871,136.972,103.7343,104.6397,116.3023,130.3158,142.4252,107.2307,110.7025,122.6921,135.5291,150.0875,97.40585,97.8014,0.0,0.0
Uzbekistan,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.7141,100.0122,100.9851,98.7963,99.5441,98.5465,98.1511,99.2,95.4951,95.7632,105.1139,128.2549,110.1666,109.94489,113.4903,0.0,0.0
Vanuatu,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.2409,98.3085,95.5839,93.2202,94.6223,95.2666,95.8119,107.5872,105.4468,66.5535,88.0656,71.9993,90.5659,96.4629,94.2789,94.1128,0.0
Viet Nam,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.8125,113.3981,112.5884,109.3976,105.6302,108.6571,111.8096,109.6248,110.0847,100.1053,97.3464,94.2381,93.4852,96.4,101.25,120.9291,98.0583
Zambia,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.7222,97.4516,110.7009,118.5601,132.5348,99.2885,106.6966,93.8908,115.3292,110.0,96.007,110.4895,108.6307,114.3153,115.3934,81.593,95.4879
Zimbabwe,16.6.1,Primary government expenditures as a proportion of original approved budget (%),GF_XPD_GBPC,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6466,40.9289,66.8995,60.1143,92.4435,97.7339,85.4348,92.9025,74.8271,81.0727,218.842,255.1704,127.8771,0.0,0.0
Albania,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.35422,0.0,19.46666,0.0
Algeria,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.16699,0.0,76.18773,0.0
American Samoa,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.01258,0.0,77.49963,0.0
Andorra,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
Argentina,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.48388,0.0,36.48807,0.0
Armenia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.08308,0.0,0.5625,0.0
Asia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.04151,0.0
Australia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.1718,0.0,95.8196,0.0
Australia and New Zealand,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.83994,0.0,92.22244,0.0
Austria,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.59576,0.0,98.20522,0.0
Azerbaijan,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.39653,0.0,41.33969,0.0
Bahrain,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.62908,0.0,93.27165,0.0
Bangladesh,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.01109,0.0,17.52053,0.0
Belarus,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.47111,0.0,80.31443,0.0
Belgium,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7866,0.0,85.0678,0.0
Benin,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.40932,0.0
Bermuda,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5018,0.0,1.50175,0.0
Bhutan,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.99144,0.0,39.61263,0.0
Bolivia (Plurinational State of),6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.29204,0.0,0.0,0.0
Bosnia and Herzegovina,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.79664,0.0,65.30532,0.0
Brazil,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.02745,0.0,43.40779,0.0
Bulgaria,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.19239,0.0,72.08777,0.0
Burkina Faso,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77623,0.0
Cambodia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.79143,0.0
Canada,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.06231,0.0,68.89016,0.0
Caribbean,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.25454,0.0
Central African Republic,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57208,0.0,0.0,0.0
Central America,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.28587,0.0
Central Asia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9239,0.0,0.0,0.0
Central and Southern Asia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.46304,0.0,23.99078,0.0
Chad,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26226,0.0,2.31578,0.0
Channel Islands,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.32912,0.0,93.53456,0.0
Chile,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.53275,0.0,89.10072,0.0
China,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.77986,0.0,61.67235,0.0
"China, Hong Kong Special Administrative Region",6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.66069,0.0,91.12024,0.0
"China, Macao Special Administrative Region",6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,0.0,65.30954,0.0
Colombia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.26281,0.0,18.77197,0.0
Costa Rica,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.27405,0.0,25.43294,0.0
Croatia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.32014,0.0,33.97195,0.0
Cuba,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.18225,0.0,34.03637,0.0
Cyprus,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.18718,0.0,72.63456,0.0
Czechia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.12544,0.0,91.28708,0.0
Côte d'Ivoire,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.80626,0.0
Democratic Republic of the Congo,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.26042,0.0,15.53207,0.0
Denmark,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.94201,0.0,98.79153,0.0
Djibouti,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.93394,0.0,11.1374,0.0
Dominican Republic,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.55861,0.0
Eastern Africa,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.50767,0.0
Eastern Asia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.19569,0.0,67.84066,0.0
Eastern Europe,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.29224,0.0
